site,ID,Year,dep,irr,CEC,clay,bulkdens,soil_type,SOC,pH,PS,fer,man,soilCd,rice_yield,straw_yield,straw_recy,lime,scenario
QY193,QY193,2030,3.534766912,1.324394635,146.9239544,6.990213333,1379.999995,Calcareous,2.869275372,6.694976,0.91,0.444267959,0,0.365822518,11.85531489,11.65377454,0.84,0,BNPL
QY193,QY193,2031,3.534766912,1.324394635,146.9239544,6.990213333,1379.999995,Calcareous,2.865471024,6.694976,0.91,0.444267959,0,0.367083369,11.85531489,11.65377454,0.84,0,BNPL
QY193,QY193,2032,3.534766912,1.324394635,146.9239544,6.990213333,1379.999995,Calcareous,2.861702908,6.694976,0.91,0.444267959,0,0.368340996,11.85531489,11.65377454,0.84,0,BNPL
QY193,QY193,2033,3.534766912,1.324394635,146.9239544,6.990213333,1379.999995,Calcareous,2.857971024,6.694976,0.91,0.444267959,0,0.369595407,11.85531489,11.65377454,0.84,0,BNPL
QY193,QY193,2034,3.534766912,1.324394635,146.9239544,6.990213333,1379.999995,Calcareous,2.854275372,6.694976,0.91,0.444267959,0,0.370846606,11.85531489,11.65377454,0.84,0,BNPL
QY193,QY193,2035,3.534766912,1.324394635,146.9239544,6.990213333,1379.999995,Calcareous,2.850652184,6.694976,0.91,0.444267959,0,0.372094601,11.85531489,11.65377454,0.84,0,BNPL
QY193,QY193,2036,3.534766912,1.324394635,146.9239544,6.990213333,1379.999995,Calcareous,2.847065227,6.694976,0.91,0.444267959,0,0.373339408,11.85531489,11.65377454,0.84,0,BNPL
QY193,QY193,2037,3.534766912,1.324394635,146.9239544,6.990213333,1379.999995,Calcareous,2.843514503,6.694976,0.91,0.444267959,0,0.374581035,11.85531489,11.65377454,0.84,0,BNPL
QY193,QY193,2038,3.534766912,1.324394635,146.9239544,6.990213333,1379.999995,Calcareous,2.840036242,6.694976,0.91,0.444267959,0,0.375819487,11.85531489,11.65377454,0.84,0,BNPL
QY193,QY193,2039,3.534766912,1.324394635,146.9239544,6.990213333,1379.999995,Calcareous,2.836594213,6.694976,0.91,0.444267959,0,0.377054784,11.85531489,11.65377454,0.84,0,BNPL
QY193,QY193,2040,3.534766912,1.324394635,146.9239544,6.990213333,1379.999995,Calcareous,2.833188416,6.694976,0.91,0.444267959,0,0.378286931,11.85531489,11.65377454,0.84,0,BNPL
QY193,QY193,2041,3.534766912,1.324394635,146.9239544,6.990213333,1379.999995,Calcareous,2.829855082,6.694976,0.91,0.444267959,0,0.379515937,11.85531489,11.65377454,0.84,0,BNPL
QY193,QY193,2042,3.534766912,1.324394635,146.9239544,6.990213333,1379.999995,Calcareous,2.826557981,6.694976,0.91,0.444267959,0,0.380741821,11.85531489,11.65377454,0.84,0,BNPL
QY193,QY193,2043,3.534766912,1.324394635,146.9239544,6.990213333,1379.999995,Calcareous,2.823333343,6.694976,0.91,0.444267959,0,0.381964589,11.85531489,11.65377454,0.84,0,BNPL
QY193,QY193,2044,3.534766912,1.324394635,146.9239544,6.990213333,1379.999995,Calcareous,2.820144937,6.694976,0.91,0.444267959,0,0.383184261,11.85531489,11.65377454,0.84,0,BNPL
QY193,QY193,2045,3.534766912,1.324394635,146.9239544,6.990213333,1379.999995,Calcareous,2.816992763,6.694976,0.91,0.444267959,0,0.384400846,11.85531489,11.65377454,0.84,0,BNPL
QY193,QY193,2046,3.534766912,1.324394635,146.9239544,6.990213333,1379.999995,Calcareous,2.813913053,6.694888,0.91,0.444267959,0,0.385614352,11.85531489,11.65377454,0.84,0,BNPL
QY193,QY193,2047,3.534766912,1.324394635,146.9239544,6.990213333,1379.999995,Calcareous,2.810869575,6.694888,0.91,0.444267959,0,0.38682474,11.85531489,11.65377454,0.84,0,BNPL
QY193,QY193,2048,3.534766912,1.324394635,146.9239544,6.990213333,1379.999995,Calcareous,2.807862329,6.694888,0.91,0.444267959,0,0.388032076,11.85531489,11.65377454,0.84,0,BNPL
QY193,QY193,2049,3.534766912,1.324394635,146.9239544,6.990213333,1379.999995,Calcareous,2.804927546,6.694888,0.91,0.444267959,0,0.389236372,11.85531489,11.65377454,0.84,0,BNPL
QY193,QY193,2050,3.534766912,1.324394635,146.9239544,6.990213333,1379.999995,Calcareous,2.802028995,6.694888,0.91,0.444267959,0,0.390437646,11.85531489,11.65377454,0.84,0,BNPL
QY199,QY199,2020,19.24587631,1.149688075,131.5,7.03359,1399.999976,Calcareous,1.586571456,6.697176,0.91,0.517475938,0,0.560502893,7.621273858,7.491712203,0.84,0,BNPL
QY199,QY199,2021,19.24587631,1.149688075,131.5,7.03359,1399.999976,Calcareous,1.588750027,6.698936,0.91,0.517475938,0,0.566529095,7.621273858,7.491712203,0.84,0,BNPL
QY199,QY199,2022,19.24587631,1.149688075,131.5,7.03359,1399.999976,Calcareous,1.590678599,6.699464,0.91,0.517475938,0,0.572545503,7.621273858,7.491712203,0.84,0,BNPL
QY199,QY199,2023,19.24587631,1.149688075,131.5,7.03359,1399.999976,Calcareous,1.592392884,6.69964,0.91,0.517475938,0,0.578550099,7.621273858,7.491712203,0.84,0,BNPL
QY199,QY199,2024,19.24587631,1.149688075,131.5,7.03359,1399.999976,Calcareous,1.593964313,6.699728,0.91,0.517475938,0,0.584542192,7.621273858,7.491712203,0.84,0,BNPL
QY199,QY199,2025,19.24587631,1.149688075,131.5,7.03359,1399.999976,Calcareous,1.59535717,6.699728,0.91,0.517475938,0,0.590521559,7.621273858,7.491712203,0.84,0,BNPL
QY199,QY199,2026,19.24587631,1.149688075,131.5,7.03359,1399.999976,Calcareous,1.596678599,6.699728,0.91,0.517475938,0,0.596487929,7.621273858,7.491712203,0.84,0,BNPL
QY199,QY199,2027,19.24587631,1.149688075,131.5,7.03359,1399.999976,Calcareous,1.597928599,6.699728,0.91,0.517475938,0,0.602441284,7.621273858,7.491712203,0.84,0,BNPL
QY199,QY199,2028,19.24587631,1.149688075,131.5,7.03359,1399.999976,Calcareous,1.59910717,6.699728,0.91,0.517475938,0,0.608381604,7.621273858,7.491712203,0.84,0,BNPL
QY199,QY199,2029,19.24587631,1.149688075,131.5,7.03359,1399.999976,Calcareous,1.600214313,6.699728,0.91,0.517475938,0,0.614308867,7.621273858,7.491712203,0.84,0,BNPL
QY199,QY199,2030,19.24587631,1.149688075,131.5,7.03359,1399.999976,Calcareous,1.601285742,6.699728,0.91,0.517475938,0,0.620223048,7.621273858,7.491712203,0.84,0,BNPL
QY199,QY199,2031,19.24587631,1.149688075,131.5,7.03359,1399.999976,Calcareous,1.602321456,6.699728,0.91,0.517475938,0,0.626124165,7.621273858,7.491712203,0.84,0,BNPL
QY199,QY199,2032,19.24587631,1.149688075,131.5,7.03359,1399.999976,Calcareous,1.603321456,6.699728,0.91,0.517475938,0,0.632012231,7.621273858,7.491712203,0.84,0,BNPL
QY199,QY199,2033,19.24587631,1.149688075,131.5,7.03359,1399.999976,Calcareous,1.604321456,6.699728,0.91,0.517475938,0,0.637887262,7.621273858,7.491712203,0.84,0,BNPL
QY199,QY199,2034,19.24587631,1.149688075,131.5,7.03359,1399.999976,Calcareous,1.605250027,6.699728,0.91,0.517475938,0,0.643749314,7.621273858,7.491712203,0.84,0,BNPL
QY199,QY199,2035,19.24587631,1.149688075,131.5,7.03359,1399.999976,Calcareous,1.606178599,6.699728,0.91,0.517475938,0,0.649598355,7.621273858,7.491712203,0.84,0,BNPL
QY199,QY199,2036,19.24587631,1.149688075,131.5,7.03359,1399.999976,Calcareous,1.60710717,6.699728,0.91,0.517475938,0,0.65543444,7.621273858,7.491712203,0.84,0,BNPL
QY199,QY199,2037,19.24587631,1.149688075,131.5,7.03359,1399.999976,Calcareous,1.608000027,6.699728,0.91,0.517475938,0,0.661257623,7.621273858,7.491712203,0.84,0,BNPL
QY199,QY199,2038,19.24587631,1.149688075,131.5,7.03359,1399.999976,Calcareous,1.60885717,6.699728,0.91,0.517475938,0,0.667067914,7.621273858,7.491712203,0.84,0,BNPL
QY199,QY199,2039,19.24587631,1.149688075,131.5,7.03359,1399.999976,Calcareous,1.609714313,6.699728,0.91,0.517475938,0,0.67286532,7.621273858,7.491712203,0.84,0,BNPL
QY199,QY199,2040,19.24587631,1.149688075,131.5,7.03359,1399.999976,Calcareous,1.610571456,6.699728,0.91,0.517475938,0,0.678649893,7.621273858,7.491712203,0.84,0,BNPL
QY199,QY199,2041,19.24587631,1.149688075,131.5,7.03359,1399.999976,Calcareous,1.611392885,6.699728,0.91,0.517475938,0,0.684421688,7.621273858,7.491712203,0.84,0,BNPL
QY199,QY199,2042,19.24587631,1.149688075,131.5,7.03359,1399.999976,Calcareous,1.612214313,6.699728,0.91,0.517475938,0,0.690180707,7.621273858,7.491712203,0.84,0,BNPL
QY199,QY199,2043,19.24587631,1.149688075,131.5,7.03359,1399.999976,Calcareous,1.613000027,6.699728,0.91,0.517475938,0,0.695927004,7.621273858,7.491712203,0.84,0,BNPL
QY199,QY199,2044,19.24587631,1.149688075,131.5,7.03359,1399.999976,Calcareous,1.613785742,6.699728,0.91,0.517475938,0,0.701660581,7.621273858,7.491712203,0.84,0,BNPL
QY199,QY199,2045,19.24587631,1.149688075,131.5,7.03359,1399.999976,Calcareous,1.614571456,6.699728,0.91,0.517475938,0,0.707381489,7.621273858,7.491712203,0.84,0,BNPL
QY199,QY199,2046,19.24587631,1.149688075,131.5,7.03359,1399.999976,Calcareous,1.615321456,6.699728,0.91,0.517475938,0,0.713089777,7.621273858,7.491712203,0.84,0,BNPL
QY199,QY199,2047,19.24587631,1.149688075,131.5,7.03359,1399.999976,Calcareous,1.616071456,6.699728,0.91,0.517475938,0,0.718785447,7.621273858,7.491712203,0.84,0,BNPL
QY199,QY199,2048,19.24587631,1.149688075,131.5,7.03359,1399.999976,Calcareous,1.616821456,6.69964,0.91,0.517475938,0,0.724468547,7.621273858,7.491712203,0.84,0,BNPL
QY199,QY199,2049,19.24587631,1.149688075,131.5,7.03359,1399.999976,Calcareous,1.617535742,6.69964,0.91,0.517475938,0,0.730138963,7.621273858,7.491712203,0.84,0,BNPL
QY199,QY199,2050,19.24587631,1.149688075,131.5,7.03359,1399.999976,Calcareous,1.618250028,6.69964,0.91,0.517475938,0,0.735796857,7.621273858,7.491712203,0.84,0,BNPL
QY200,QY200,2020,17.8643055,1.131679777,220,9.151896667,1379.999995,Calcareous,1.447355077,6.70536,0.91,0.170105051,0,0.621665596,5.080849239,4.994474802,0.84,0,BNPL
QY200,QY200,2021,17.8643055,1.131679777,220,9.151896667,1379.999995,Calcareous,1.443514498,6.70624,0.91,0.170105051,0,0.627344139,5.080849239,4.994474802,0.84,0,BNPL
QY200,QY200,2022,17.8643055,1.131679777,220,9.151896667,1379.999995,Calcareous,1.439601454,6.706416,0.91,0.170105051,0,0.633008447,5.080849239,4.994474802,0.84,0,BNPL
QY200,QY200,2023,17.8643055,1.131679777,220,9.151896667,1379.999995,Calcareous,1.435652179,6.706504,0.91,0.170105051,0,0.638657378,5.080849239,4.994474802,0.84,0,BNPL
QY200,QY200,2024,17.8643055,1.131679777,220,9.151896667,1379.999995,Calcareous,1.43163044,6.706592,0.91,0.170105051,0,0.644290696,5.080849239,4.994474802,0.84,0,BNPL
QY200,QY200,2025,17.8643055,1.131679777,220,9.151896667,1379.999995,Calcareous,1.427608701,6.706592,0.91,0.170105051,0,0.649908249,5.080849239,4.994474802,0.84,0,BNPL
QY200,QY200,2026,17.8643055,1.131679777,220,9.151896667,1379.999995,Calcareous,1.423623193,6.706592,0.91,0.170105051,0,0.655509833,5.080849239,4.994474802,0.84,0,BNPL
QY200,QY200,2027,17.8643055,1.131679777,220,9.151896667,1379.999995,Calcareous,1.419637686,6.706592,0.91,0.170105051,0,0.661095415,5.080849239,4.994474802,0.84,0,BNPL
QY200,QY200,2028,17.8643055,1.131679777,220,9.151896667,1379.999995,Calcareous,1.415652179,6.706592,0.91,0.170105051,0,0.66666492,5.080849239,4.994474802,0.84,0,BNPL
QY200,QY200,2029,17.8643055,1.131679777,220,9.151896667,1379.999995,Calcareous,1.411739135,6.706504,0.91,0.170105051,0,0.672218274,5.080849239,4.994474802,0.84,0,BNPL
QY200,QY200,2030,17.8643055,1.131679777,220,9.151896667,1379.999995,Calcareous,1.407898556,6.706504,0.91,0.170105051,0,0.677755353,5.080849239,4.994474802,0.84,0,BNPL
QY200,QY200,2031,17.8643055,1.131679777,220,9.151896667,1379.999995,Calcareous,1.404057976,6.706504,0.91,0.170105051,0,0.68327631,5.080849239,4.994474802,0.84,0,BNPL
QY200,QY200,2032,17.8643055,1.131679777,220,9.151896667,1379.999995,Calcareous,1.40028986,6.706504,0.91,0.170105051,0,0.688781074,5.080849239,4.994474802,0.84,0,BNPL
QY200,QY200,2033,17.8643055,1.131679777,220,9.151896667,1379.999995,Calcareous,1.396557976,6.706504,0.91,0.170105051,0,0.694269667,5.080849239,4.994474802,0.84,0,BNPL
QY200,QY200,2034,17.8643055,1.131679777,220,9.151896667,1379.999995,Calcareous,1.392862324,6.706504,0.91,0.170105051,0,0.699742066,5.080849239,4.994474802,0.84,0,BNPL
QY200,QY200,2035,17.8643055,1.131679777,220,9.151896667,1379.999995,Calcareous,1.389239135,6.706504,0.91,0.170105051,0,0.705198249,5.080849239,4.994474802,0.84,0,BNPL
QY200,QY200,2036,17.8643055,1.131679777,220,9.151896667,1379.999995,Calcareous,1.385688411,6.706504,0.91,0.170105051,0,0.710638244,5.080849239,4.994474802,0.84,0,BNPL
QY200,QY200,2037,17.8643055,1.131679777,220,9.151896667,1379.999995,Calcareous,1.382173918,6.706416,0.91,0.170105051,0,0.716062085,5.080849239,4.994474802,0.84,0,BNPL
QY200,QY200,2038,17.8643055,1.131679777,220,9.151896667,1379.999995,Calcareous,1.378695657,6.706416,0.91,0.170105051,0,0.721469605,5.080849239,4.994474802,0.84,0,BNPL
QY200,QY200,2039,17.8643055,1.131679777,220,9.151896667,1379.999995,Calcareous,1.37528986,6.706416,0.91,0.170105051,0,0.72686094,5.080849239,4.994474802,0.84,0,BNPL
QY200,QY200,2040,17.8643055,1.131679777,220,9.151896667,1379.999995,Calcareous,1.371956526,6.706416,0.91,0.170105051,0,0.73223613,5.080849239,4.994474802,0.84,0,BNPL
QY200,QY200,2041,17.8643055,1.131679777,220,9.151896667,1379.999995,Calcareous,1.368623193,6.706416,0.91,0.170105051,0,0.737595218,5.080849239,4.994474802,0.84,0,BNPL
QY200,QY200,2042,17.8643055,1.131679777,220,9.151896667,1379.999995,Calcareous,1.365398555,6.706416,0.91,0.170105051,0,0.742938146,5.080849239,4.994474802,0.84,0,BNPL
QY200,QY200,2043,17.8643055,1.131679777,220,9.151896667,1379.999995,Calcareous,1.362173918,6.706416,0.91,0.170105051,0,0.748265013,5.080849239,4.994474802,0.84,0,BNPL
QY200,QY200,2044,17.8643055,1.131679777,220,9.151896667,1379.999995,Calcareous,1.359021744,6.706416,0.91,0.170105051,0,0.753575764,5.080849239,4.994474802,0.84,0,BNPL
QY200,QY200,2045,17.8643055,1.131679777,220,9.151896667,1379.999995,Calcareous,1.355905802,6.706328,0.91,0.170105051,0,0.758870451,5.080849239,4.994474802,0.84,0,BNPL
QY200,QY200,2046,17.8643055,1.131679777,220,9.151896667,1379.999995,Calcareous,1.352862324,6.706328,0.91,0.170105051,0,0.764148911,5.080849239,4.994474802,0.84,0,BNPL
QY200,QY200,2047,17.8643055,1.131679777,220,9.151896667,1379.999995,Calcareous,1.349855077,6.706328,0.91,0.170105051,0,0.769411366,5.080849239,4.994474802,0.84,0,BNPL
QY200,QY200,2048,17.8643055,1.131679777,220,9.151896667,1379.999995,Calcareous,1.346884063,6.706328,0.91,0.170105051,0,0.774657822,5.080849239,4.994474802,0.84,0,BNPL
QY200,QY200,2049,17.8643055,1.131679777,220,9.151896667,1379.999995,Calcareous,1.343985512,6.706328,0.91,0.170105051,0,0.779888284,5.080849239,4.994474802,0.84,0,BNPL
QY200,QY200,2050,17.8643055,1.131679777,220,9.151896667,1379.999995,Calcareous,1.341086961,6.706328,0.91,0.170105051,0,0.78510282,5.080849239,4.994474802,0.84,0,BNPL
QY207,QY207,2020,4.148550987,1.310014751,170.5272497,11.72994833,1379.999995,Non-calcareous,2.529420299,5.5,0.91,0.546355179,0.56222425,0.253914185,12.7021231,12.486187,0.84,136.113486,BNPL
QY207,QY207,2021,4.148550987,1.310014751,170.5272497,11.72994833,1379.999995,Non-calcareous,2.52963769,5.5,0.91,0.546355179,0.56222425,0.254732311,12.7021231,12.486187,0.84,214.8008451,BNPL
QY207,QY207,2022,4.148550987,1.310014751,170.5272497,11.72994833,1379.999995,Non-calcareous,2.52963769,5.5,0.91,0.546355179,0.56222425,0.255545722,12.7021231,12.486187,0.84,214.8008451,BNPL
QY207,QY207,2023,4.148550987,1.310014751,170.5272497,11.72994833,1379.999995,Non-calcareous,2.529420299,5.5,0.91,0.546355179,0.56222425,0.256354282,12.7021231,12.486187,0.84,214.8008451,BNPL
QY207,QY207,2024,4.148550987,1.310014751,170.5272497,11.72994833,1379.999995,Non-calcareous,2.52905798,5.5,0.91,0.546355179,0.56222425,0.25715785,12.7021231,12.486187,0.84,214.8008451,BNPL
QY207,QY207,2025,4.148550987,1.310014751,170.5272497,11.72994833,1379.999995,Non-calcareous,2.528586965,5.5,0.91,0.546355179,0.56222425,0.257956343,12.7021231,12.486187,0.84,214.8008451,BNPL
QY207,QY207,2026,4.148550987,1.310014751,170.5272497,11.72994833,1379.999995,Non-calcareous,2.528079719,5.5,0.91,0.546355179,0.56222425,0.258749704,12.7021231,12.486187,0.84,214.8008451,BNPL
QY207,QY207,2027,4.148550987,1.310014751,170.5272497,11.72994833,1379.999995,Non-calcareous,2.527500009,5.5,0.91,0.546355179,0.56222425,0.259537934,12.7021231,12.486187,0.84,214.8008451,BNPL
QY207,QY207,2028,4.148550987,1.310014751,170.5272497,11.72994833,1379.999995,Non-calcareous,2.526920299,5.5,0.91,0.546355179,0.56222425,0.260321005,12.7021231,12.486187,0.84,214.8008451,BNPL
QY207,QY207,2029,4.148550987,1.310014751,170.5272497,11.72994833,1379.999995,Non-calcareous,2.526268125,5.5,0.91,0.546355179,0.56222425,0.261098944,12.7021231,12.486187,0.84,214.8008451,BNPL
QY207,QY207,2030,4.148550987,1.310014751,170.5272497,11.72994833,1379.999995,Non-calcareous,2.525652183,5.5,0.91,0.546355179,0.56222425,0.261871723,12.7021231,12.486187,0.84,214.8008451,BNPL
QY207,QY207,2031,4.148550987,1.310014751,170.5272497,11.72994833,1379.999995,Non-calcareous,2.525000009,5.5,0.91,0.546355179,0.56222425,0.262639397,12.7021231,12.486187,0.84,214.8008451,BNPL
QY207,QY207,2032,4.148550987,1.310014751,170.5272497,11.72994833,1379.999995,Non-calcareous,2.524384067,5.5,0.91,0.546355179,0.56222425,0.263401966,12.7021231,12.486187,0.84,214.8008451,BNPL
QY207,QY207,2033,4.148550987,1.310014751,170.5272497,11.72994833,1379.999995,Non-calcareous,2.523731893,5.5,0.91,0.546355179,0.56222425,0.264159487,12.7021231,12.486187,0.84,214.8008451,BNPL
QY207,QY207,2034,4.148550987,1.310014751,170.5272497,11.72994833,1379.999995,Non-calcareous,2.523115951,5.5,0.91,0.546355179,0.56222425,0.264911957,12.7021231,12.486187,0.84,214.8008451,BNPL
QY207,QY207,2035,4.148550987,1.310014751,170.5272497,11.72994833,1379.999995,Non-calcareous,2.522500009,5.5,0.91,0.546355179,0.56222425,0.265659434,12.7021231,12.486187,0.84,214.8008451,BNPL
QY207,QY207,2036,4.148550987,1.310014751,170.5272497,11.72994833,1379.999995,Non-calcareous,2.521884067,5.5,0.91,0.546355179,0.56222425,0.266401944,12.7021231,12.486187,0.84,214.8008451,BNPL
QY207,QY207,2037,4.148550987,1.310014751,170.5272497,11.72994833,1379.999995,Non-calcareous,2.521268125,5.5,0.91,0.546355179,0.56222425,0.267139515,12.7021231,12.486187,0.84,214.8008451,BNPL
QY207,QY207,2038,4.148550987,1.310014751,170.5272497,11.72994833,1379.999995,Non-calcareous,2.520688415,5.5,0.91,0.546355179,0.56222425,0.267872173,12.7021231,12.486187,0.84,214.8008451,BNPL
QY207,QY207,2039,4.148550987,1.310014751,170.5272497,11.72994833,1379.999995,Non-calcareous,2.520108704,5.5,0.91,0.546355179,0.56222425,0.268599975,12.7021231,12.486187,0.84,214.8008451,BNPL
QY207,QY207,2040,4.148550987,1.310014751,170.5272497,11.72994833,1379.999995,Non-calcareous,2.519528994,5.5,0.91,0.546355179,0.56222425,0.269322947,12.7021231,12.486187,0.84,214.8008451,BNPL
QY207,QY207,2041,4.148550987,1.310014751,170.5272497,11.72994833,1379.999995,Non-calcareous,2.518949284,5.5,0.91,0.546355179,0.56222425,0.270041116,12.7021231,12.486187,0.84,214.8008451,BNPL
QY207,QY207,2042,4.148550987,1.310014751,170.5272497,11.72994833,1379.999995,Non-calcareous,2.518405806,5.5,0.91,0.546355179,0.56222425,0.270754508,12.7021231,12.486187,0.84,214.8008451,BNPL
QY207,QY207,2043,4.148550987,1.310014751,170.5272497,11.72994833,1379.999995,Non-calcareous,2.517862328,5.5,0.91,0.546355179,0.56222425,0.27146318,12.7021231,12.486187,0.84,214.8008451,BNPL
QY207,QY207,2044,4.148550987,1.310014751,170.5272497,11.72994833,1379.999995,Non-calcareous,2.517318849,5.5,0.91,0.546355179,0.56222425,0.272167157,12.7021231,12.486187,0.84,214.8008451,BNPL
QY207,QY207,2045,4.148550987,1.310014751,170.5272497,11.72994833,1379.999995,Non-calcareous,2.516811603,5.5,0.91,0.546355179,0.56222425,0.272866465,12.7021231,12.486187,0.84,214.8008451,BNPL
QY207,QY207,2046,4.148550987,1.310014751,170.5272497,11.72994833,1379.999995,Non-calcareous,2.516268125,5.5,0.91,0.546355179,0.56222425,0.27356116,12.7021231,12.486187,0.84,214.8008451,BNPL
QY207,QY207,2047,4.148550987,1.310014751,170.5272497,11.72994833,1379.999995,Non-calcareous,2.515760878,5.5,0.91,0.546355179,0.56222425,0.274251238,12.7021231,12.486187,0.84,214.8008451,BNPL
QY207,QY207,2048,4.148550987,1.310014751,170.5272497,11.72994833,1379.999995,Non-calcareous,2.515253632,5.5,0.91,0.546355179,0.56222425,0.274936755,12.7021231,12.486187,0.84,214.8008451,BNPL
QY207,QY207,2049,4.148550987,1.310014751,170.5272497,11.72994833,1379.999995,Non-calcareous,2.514782617,5.5,0.91,0.546355179,0.56222425,0.275617735,12.7021231,12.486187,0.84,214.8008451,BNPL
QY207,QY207,2050,4.148550987,1.310014751,170.5272497,11.72994833,1379.999995,Non-calcareous,2.514311603,5.5,0.91,0.546355179,0.56222425,0.276294235,12.7021231,12.486187,0.84,214.8008451,BNPL
QY208,QY208,2020,2.685848951,1.32196822,152.9467681,7.798401667,1379.999995,Calcareous,2.734021749,6.678256,0.91,0.706372563,0,0.58209669,9.314890271,9.156537136,0.84,0,BNPL
QY208,QY208,2021,2.685848951,1.32196822,152.9467681,7.798401667,1379.999995,Calcareous,2.727028995,6.686528,0.91,0.706372563,0,0.582927105,9.314890271,9.156537136,0.84,0,BNPL
QY208,QY208,2022,2.685848951,1.32196822,152.9467681,7.798401667,1379.999995,Calcareous,2.720000009,6.690136,0.91,0.706372563,0,0.583760774,9.314890271,9.156537136,0.84,0,BNPL
QY208,QY208,2023,2.685848951,1.32196822,152.9467681,7.798401667,1379.999995,Calcareous,2.712971024,6.692248,0.91,0.706372563,0,0.584593618,9.314890271,9.156537136,0.84,0,BNPL
QY208,QY208,2024,2.685848951,1.32196822,152.9467681,7.798401667,1379.999995,Calcareous,2.705942038,6.693832,0.91,0.706372563,0,0.585424334,9.314890271,9.156537136,0.84,0,BNPL
QY208,QY208,2025,2.685848951,1.32196822,152.9467681,7.798401667,1379.999995,Calcareous,2.698985517,6.694888,0.91,0.706372563,0,0.586252454,9.314890271,9.156537136,0.84,0,BNPL
QY208,QY208,2026,2.685848951,1.32196822,152.9467681,7.798401667,1379.999995,Calcareous,2.692065227,6.695768,0.91,0.706372563,0,0.587077534,9.314890271,9.156537136,0.84,0,BNPL
QY208,QY208,2027,2.685848951,1.32196822,152.9467681,7.798401667,1379.999995,Calcareous,2.685181169,6.69656,0.91,0.706372563,0,0.587899424,9.314890271,9.156537136,0.84,0,BNPL
QY208,QY208,2028,2.685848951,1.32196822,152.9467681,7.798401667,1379.999995,Calcareous,2.678405806,6.697088,0.91,0.706372563,0,0.588718048,9.314890271,9.156537136,0.84,0,BNPL
QY208,QY208,2029,2.685848951,1.32196822,152.9467681,7.798401667,1379.999995,Calcareous,2.671702908,6.697616,0.91,0.706372563,0,0.589533204,9.314890271,9.156537136,0.84,0,BNPL
QY208,QY208,2030,2.685848951,1.32196822,152.9467681,7.798401667,1379.999995,Calcareous,2.665072473,6.698056,0.91,0.706372563,0,0.590344908,9.314890271,9.156537136,0.84,0,BNPL
QY208,QY208,2031,2.685848951,1.32196822,152.9467681,7.798401667,1379.999995,Calcareous,2.658550734,6.698496,0.91,0.706372563,0,0.591153097,9.314890271,9.156537136,0.84,0,BNPL
QY208,QY208,2032,2.685848951,1.32196822,152.9467681,7.798401667,1379.999995,Calcareous,2.652101458,6.698848,0.91,0.706372563,0,0.591957804,9.314890271,9.156537136,0.84,0,BNPL
QY208,QY208,2033,2.685848951,1.32196822,152.9467681,7.798401667,1379.999995,Calcareous,2.645760879,6.699112,0.91,0.706372563,0,0.592758965,9.314890271,9.156537136,0.84,0,BNPL
QY208,QY208,2034,2.685848951,1.32196822,152.9467681,7.798401667,1379.999995,Calcareous,2.639492763,6.699376,0.91,0.706372563,0,0.593556533,9.314890271,9.156537136,0.84,0,BNPL
QY208,QY208,2035,2.685848951,1.32196822,152.9467681,7.798401667,1379.999995,Calcareous,2.633333342,6.69964,0.91,0.706372563,0,0.594350526,9.314890271,9.156537136,0.84,0,BNPL
QY208,QY208,2036,2.685848951,1.32196822,152.9467681,7.798401667,1379.999995,Calcareous,2.627282618,6.699904,0.91,0.706372563,0,0.595140976,9.314890271,9.156537136,0.84,0,BNPL
QY208,QY208,2037,2.685848951,1.32196822,152.9467681,7.798401667,1379.999995,Calcareous,2.621304357,6.70008,0.91,0.706372563,0,0.595927916,9.314890271,9.156537136,0.84,0,BNPL
QY208,QY208,2038,2.685848951,1.32196822,152.9467681,7.798401667,1379.999995,Calcareous,2.615434792,6.700256,0.91,0.706372563,0,0.596711284,9.314890271,9.156537136,0.84,0,BNPL
QY208,QY208,2039,2.685848951,1.32196822,152.9467681,7.798401667,1379.999995,Calcareous,2.60963769,6.70052,0.91,0.706372563,0,0.597491116,9.314890271,9.156537136,0.84,0,BNPL
QY208,QY208,2040,2.685848951,1.32196822,152.9467681,7.798401667,1379.999995,Calcareous,2.603949284,6.700608,0.91,0.706372563,0,0.598267509,9.314890271,9.156537136,0.84,0,BNPL
QY208,QY208,2041,2.685848951,1.32196822,152.9467681,7.798401667,1379.999995,Calcareous,2.598333342,6.700784,0.91,0.706372563,0,0.599040339,9.314890271,9.156537136,0.84,0,BNPL
QY208,QY208,2042,2.685848951,1.32196822,152.9467681,7.798401667,1379.999995,Calcareous,2.592789864,6.70096,0.91,0.706372563,0,0.599809706,9.314890271,9.156537136,0.84,0,BNPL
QY208,QY208,2043,2.685848951,1.32196822,152.9467681,7.798401667,1379.999995,Calcareous,2.587355081,6.701048,0.91,0.706372563,0,0.600575631,9.314890271,9.156537136,0.84,0,BNPL
QY208,QY208,2044,2.685848951,1.32196822,152.9467681,7.798401667,1379.999995,Calcareous,2.581992763,6.701224,0.91,0.706372563,0,0.601338069,9.314890271,9.156537136,0.84,0,BNPL
QY208,QY208,2045,2.685848951,1.32196822,152.9467681,7.798401667,1379.999995,Calcareous,2.576739139,6.701312,0.91,0.706372563,0,0.602097123,9.314890271,9.156537136,0.84,0,BNPL
